npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20109060,SDS Oikoumene,B,Jl. Bunga Rampai X,Malaka Jaya,Duren Sawit
20104796,SDS P U I,B,Jl. Galur Jaya No. 16,Galur,Johar Baru
20105082,SDS Padindi,B,Jl. Papanggo ll / D No. 70,Papanggo,Tanjung Priok
20105735,SDS Padindi,B,Jl. Prepedan Dalam No. 38,Kamal,Kalideres
69786278,SDS Pah Tsung,Tidak Terakreditasi,Jl. Komplek City Park Blok A-4,Cengkareng Timur,Cengkareng
20103874,SDS Panca Bhakti,B,Jl. Kerja Bakti No. 30,Makasar,Makasar
20105736,SDS Pancaran Berkat,A,Jl. Setia Jaya Raya No. 100,Jelambar Baru,Grogol Petamburan
20106310,SDS Pangudi Luhur,A,Jl. H. Nawi No. 21,Gandaria Selatan,Cilandak
20109206,SDS Pangudi Rahayu,A,"Jl. Raya Bogor Km. 24,5",Cijantung,Pasar Rebo
20105083,SDS Pantai Indah,B,Jl. Kalibaru Timur,Kalibaru,Cilincing
20106311,SDS Pantara,A,Jl. Tebet Dalam Barat VI,Tebet Barat,T e b e t
20104799,SDS Paskalis I,A,Jl. Baladewa F16,Tanah Tinggi,Johar Baru
20101743,SDS Patmos,A,Jl. Meruya Ilir Blok E-7,Meruya Utara,Kembangan
20109146,SDS PB Sudirman,A,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo
20105084,SDS Pelangi Kasih,A,"Jl. Pantai Indah Timur, Taman Grisenda Blok A1/28",Kapuk Muara,Penjaringan
20103046,SDS Pelita,A,Jl. KARANG POLA VII,Jati Padang,Pasar Minggu
20105737,SDS Pelita,A,Jl. Pos Duri Raya No. 23/29,Duri Utara,Tambora
20109041,SDS Pelita,A,Jl. Permata No. 19,Makasar,Makasar
20105739,SDS Pelita Abadi,A,Jl. Kapuk Raya,Kapuk,Cengkareng
20110035,SDS Pelita Anugerah,A,Jl. Menceng Raya Blok E3 No. 12 - 13,Tegal Alur,Kalideres
NP345555,SDS Pelita Harapan,Tidak Terakreditasi,Jl. Pluit Indah Raya,Pluit,Penjaringan
20106313,SDS Pelita Hati,B,Jl. Prof. DR. Satrio No. 235,Karet Kuningan,Setia Budi
20105738,SDS Pelita II,A,Jl. Daan Mogot Gg. Macan No. 23-29,Duri Kepa,Kebon Jeruk
20108873,SDS Pelita Kasih,A,Jl. Pahlawan Revolusi No.12,Pondok Bambu,Duren Sawit
20108959,SDS Pelita Kasih,A,Jl. Taman Palem Lestari Blok E9/1,Cengkareng Barat,Cengkareng
20105740,SDS Pelita Kudus,A,Jl. Indraloka Raya No. 33A,Wijaya Kusuma,Grogol Petamburan
20103872,SDS Pembangunan Al Hikmah,B,Jl. Jati Barang V No. 40,Jati,Pulo Gadung
20104800,SDS Pembangunan Masyarakat,B,Jl. Gunung Sahari VIII No. 6,Gunung Sahari Utara,Sawah Besar
20104801,SDS Perg. Advent Salemba,B,Jl. Salemba Raya No. 47,Paseban,S e n e n
20103817,SDS Perguruan Advent 6,B,Jl. Jatinegara Barat No. 142 B,Kampung Melayu,Jatinegara
20104802,SDS Perguruan Cikini,A,Jl. Cikini Raya No. 74-76,Cikini,Menteng
20106314,SDS Perguruan Rakyat 2,A,Jl. Kp. Melayu Kecil I No. 38,Bukit Duri,T e b e t
20108971,SDS Perguruan Rakyat 4,A,Jl. Pahlawan Revolusi No.12,Pondok Bambu,Duren Sawit
20108432,SDS Perguruan Rakyat III,B,Jl. Waringin No. 14,Utan Kayu Utara,Matraman
20105085,SDS Permai,A,Jl. Pluit Karang Barat Blok O VI/1,Penjaringan,Penjaringan
20109407,SDS Permai School,A,Jalan Pluit Karang Barat Blok O VI/1,Pluit,Penjaringan
20109574,SDS Permata,B,Jl. Sukatani Raya No. 19,Tegal Alur,Kalideres
20109375,SDS Permata Harapan,B,Jl. Sunan Sedayu No. 41,Jati,Pulo Gadung
20112514,SDS Permata Harapan,A,Jl. Raya Pos Pengumben Lama No.13.,Srengseng,Kembangan
20105086,SDS Permata Indah,A,Jl. Kamp. Gusti TPI Blok A/1 TPI 2 No.1,Pejagalan,Penjaringan
20109186,SDS Permata Kasih,A,Jl. Komp. Permata Timur,Pondok Kelapa,Duren Sawit
20105087,SDS Persis,B,Jl. Yos Sudarso Lorong 103 No.56,Koja,K o j a
69916458,SDS Pertiwi Abhilasa,A,Jl. Daksinapati Raya No. 10,Rawamangun,Pulo Gadung
20103043,SDS Pertiwi Bangdes,A,Jl. Raya Pasar Minggu,Pejaten Barat,Pasar Minggu
20109068,SDS Petra,A,Komplek Taman Alfa Indah Blok A No. 11,Joglo,Kembangan
20109168,SDS Pilar Bangsa,A,Jl. Jatiwaringin Raya No. 8,Cipinang Melayu,Makasar
20105088,SDS Pluit Raya,A,Jl. Jembatan III,Pejagalan,Penjaringan
20109367,SDS Plus Tunas Muda,A,Jl. Meruya Utara Raya No. 71,Meruya Utara,Kembangan
20105743,SDS Providentia,A,Jl. Kedoya Raya No. 35,Kedoya Utara,Kebon Jeruk
20104797,SDS PSKD IV,B,Jl. Prapatan No. 26,Senen,S e n e n
20104798,SDS PSKD Mandiri,A,Jl. GSSY Ratulangi No. 5,Gondangdia,Menteng
20106283,SDS PURBA ADHIKA,Tidak Terakreditasi,Jl. H. Ipin No. 31,Lebak Bulus,Cilandak
20105089,SDS Pusaka Abadi,A,Jl. V. No 26 Teluk Gong,Pejagalan,Penjaringan
NP718519,SDS Putik Indonesia,Tidak Terakreditasi,Jl. Binamarga no. 45 A,Cipayung,Cipayung
20109176,SDS Putra I,A,Jl. Inspeksi Saluran No. 1,Cipinang Besar Selatan,Jatinegara
20105744,SDS Putra Nusa I,A,Jl. Prima No. 1,Tegal Alur,Kalideres
20105745,SDS Rahmani,B,Jl. Mangga Besar XI/10,Tangki,Taman Sari
20105746,SDS Rahmani II,A,Jl. Durian V No. 1,Rawa Buaya,Cengkareng
20109521,SDS Raising Stars,Tidak Terakreditasi,"Casablanca Club lantai 2, Bukit Gading Mediterania",Kelapa Gading Barat,Kelapa Gading
20105748,SDS Rasa Sayang,A,Jl. Taman Ratu Blok F No.13,Duri Kepa,Kebon Jeruk
20104805,SDS Ratih,A,Jl. Murdai No. 1,Cempaka Putih Barat,Cempaka Putih
20106316,SDS Raudhatul Ulum,A,Jl. Pete II 390 Blok A II,Pulo,Kebayoran Baru
20105749,SDS Regina Pacis,A,Jl. Palmerah Utara I,Palmerah,Palmerah
20105091,SDS Remaja,B,Jl. Budi Jaya I,Sungai Bambu,Tanjung Priok
20105750,SDS Ricci,A,Jl. Kemenangan III No. 47,Glodok,Taman Sari
20104806,SDS Rumah Kita,B,Jl. Kenari II No. 48,Kenari,S e n e n
20104807,SDS Rumpun Cempaka,B,Jl. Cemp. Put. Tengah Raya No. 11,Cempaka Putih Timur,Cempaka Putih
20105751,SDS Sa Adatuddarain,A,Jl. Duri Selatan I No. 66,Duri Selatan,Tambora
20104808,SDS Said Na'um,B,Jl. K. H. Mas Mansur No. 25,Kebon Kacang,Tanah Abang
20104809,SDS Saint John,A,Jl. Bungur Besar 82A-84,Gunung Sahari Selatan,Kemayoran
20108518,SDS Saint John's School,Tidak Terakreditasi,Jl. Taman Palem Raya Blok D1/1,Kembangan Selatan,Kembangan
20110340,SDS Saint Monica Jakarta School,A,Jl. Danau Indah Raya C2/1,Sunter Jaya,Tanjung Priok
20105092,SDS Saint Nicholas,A,Jl. Pantai Indah Utara Blok S No. 8 PIK,Pluit,Penjaringan
20109528,SDS Saint Peter,A,Jl. Raya Boulevard Timur No. 8,Pegangsaan Dua,Kelapa Gading
20105752,SDS Samaria,A,Jl. Mandala Selatan V/ 17,Tomang,Grogol Petamburan
20105753,SDS Samaria Kudus,A,Jl. Meruya Utara No. 17,Meruya Utara,Kembangan
20105754,SDS San Marinno,A,Citra Garden I Blok B1 No. 1,Kalideres,Kalideres
20104810,SDS Sandika,A,"Jl. Kepu Dalam I, No. 293",Kemayoran,Kemayoran
20105755,SDS Sang Timur,A,Jl. Karmel Raya No. 2,Kebon Jeruk,Kebon Jeruk
20109095,SDS Sang Timur,A,Jl. Seruni Blok D I No.8A Taman Modern,Ujung Menteng,Cakung
20103901,SDS Santa Anna,A,Jl. Angkasa No.14,Ceger,Cipayung
20105093,SDS Santa Anna,B,Jl. Telaga Raya No. 79 / Jl. Bentengan IX No. 79,Sunter Jaya,Tanjung Priok
20105094,SDS Santa Caroline,A,Jl. Sunter Mas Barat,Sunter Jaya,Tanjung Priok
20105095,SDS Santa Cicilia,A,Jl. Pademangan ll Gg. 21 No. 23,Pademangan Timur,Pademangan
20104811,SDS Santa Maria,A,Jl. Ir. H. Juanda No. 29,Kebon Kelapa,Gambir
20103907,SDS Santa Maria Fatima,A,Jl. Jatinegara Barat No.122,Kampung Melayu,Jatinegara
20104812,SDS Santa Theresia,A,Jl. Haji Agus Salim No. 75,Gondangdia,Menteng
20104813,SDS Santa Ursula,A,Jl. Pos No. 2 Pasar Baru,Pasar Baru,Sawah Besar
20105758,SDS Santo Andreas,A,Jl. Green Garden Blok J 5/1,Kedoya Utara,Kebon Jeruk
20108864,SDS Santo Antonius I,B,Jl. Otto Iskandardinata No. 76A,Bidara Cina,Jatinegara
20104814,SDS Santo Bellarminus,A,Jl. Lombok No. 58,Gondangdia,Menteng
20104815,SDS Santo Fransiskus I,A,Jl. Kramat Raya No. 67,Kramat,S e n e n
20104817,SDS Santo Ignatius,A,"Jl. Latuharhari, SH. No. 14",Menteng,Menteng
20105759,SDS Santo Leo,A,Jl. Mangga Besar Raya No. 43,Tangki,Taman Sari
20105760,SDS Santo Leo II,A,Jl. Kosambi Selatan Raya No. 1,Duri Kosambi,Cengkareng
20105097,SDS Santo Lukas I,A,Jl. Pademangan ll Gg. 7 No.1,Pademangan Timur,Pademangan
20105098,SDS Santo Lukas III Penginjil,A,Jl. Ancol Selatan II No. 1,Sunter Agung,Tanjung Priok
20103899,SDS Santo Markus,A,Jl. Kelapa Gading III/38,Kramat Jati,Kramat Jati
20109015,SDS Santo Markus II,A,Jl. Raya Pondok Gede,Lubang Buaya,Cipayung
20104818,SDS Santo Mikael,A,Jl. Ranjau No.13 Sumur Batu,Sumur Batu,Kemayoran
20104819,SDS Santo Paulus,B,Jl. Setia Kawan Raya No. 39 - 41,Duri Pulo,Gambir
20105761,SDS Santo Paulus II,Tidak Terakreditasi,"Jl. Bukit Permai 1, Citra Garden 1 Blok F 5",Kalideres,Kalideres
20105099,SDS Santo Paulus St.,A,Jl. Danau Agung No. 13,Sunter Agung,Tanjung Priok
20108433,SDS Santo Vincentius,A,"Jl. Otto Iskandardinata No. 76, Jatinegara",Bidara Cina,Jatinegara
20105101,SDS Santo Yakobus,A,"Jl. Raya Pengangsaan Dua Km 3,5",Pegangsaan Dua,Kelapa Gading
20103904,SDS Santo Yoseph,A,Perum Metland Menteng Blok F4,Ujung Menteng,Cakung
20104821,SDS Santo Yoseph,A,Jl. Dwi Warna Raya No. 1 - 3,Kartini,Sawah Besar
20105762,SDS Sari Putra,Tidak Terakreditasi,Jl. Pada Mulya III No. 35,Angke,Tambora
20105102,SDS Sejahtera,A,Jl. Ampera Besar No. 18,Pademangan Barat,Pademangan
20105764,SDS Sentosa,B,Jl. Madu No. 276,Mangga Besar,Taman Sari
20105765,SDS Seraphine Bakti Utama,A,Jl. Melati Raya No. 46,Kapuk,Cengkareng
20103903,SDS Setia Bakti,B,Jl. Cipinang Timur No. 22,Cipinang,Pulo Gadung
20104822,SDS Setia Bhakti,B,Jl. A Gg. I No. 4-5 Karang Anyar,Karang Anyar,Sawah Besar
20108960,SDS Shine Nicholas,A,TAMAN PALEM LESTARI BLOK B12E N0.1-3,Cengkareng Barat,Cengkareng
20105766,SDS Sinar Dharma,A,Jl. K.H. Moh. Mansyur No. 29,Kredang,Tambora
20105104,SDS Sinar Pengharapan Utama,A,Jl. Pemandangan II No 9 C,Pademangan Barat,Pademangan
20105103,SDS Sinar Solor,B,Jl. Kmp. Muara Bahari No. 21,Tanjung Priok,Tanjung Priok
20109566,SDS Singa School,Tidak Terakreditasi,"Jl. Bisma Raya Blok A No. 66, Sunter Agung",Sunter Agung,Tanjung Priok
20109364,"SDS Singapore School, PIK",A,"Jl. Mandara Indah 4, Pantai Indah Kapuk",Kapuk Muara,Penjaringan
20104820,SDS SINT. YOSEPH,A,Jl. Kramat Raya No. 134,Kenari,S e n e n
20109219,SDS Slamet Riyadi I,A,Jl. Raya Bogor Km.24,Cijantung,Pasar Rebo
20109193,SDS Slamet Riyadi II,A,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo
20109426,SDS Smart School,A,Jl. Kecapi No. 49,Jagakarsa,Jagakarsa
69758812,SDS Springfield,A,Jl. Pulau Sebaru Blok L4 No. 1,Meruya Selatan,Kembangan
20108372,SDS St. Antonius,A,Jl. Matraman Raya No. 119,Pal Meriem,Matraman
20112427,SDS St. Joseph School,A,Jl. Gajah Mada No. 174 Jakarta Barat,Keagungan,Taman Sari
20105768,SDS St. Kristoforus,A,Jl. Rahayu No. 1 A,Jelambar,Grogol Petamburan
20105769,SDS St. Kristoforus 2,A,Jl. Citra Garden II,Pegadungan,Kalideres
20108865,SDS St. Maria Imaculata,C,Jl. Amal No.2,Pondok Bambu,Duren Sawit
20105107,SDS Stella Maris,A,"Jl. Lele Blok A1, Teluk Gong",Pejagalan,Penjaringan
20106317,SDS Strada Bhakti Utama,A,Jl. Bromo Pesanggrahan,Pesanggrahan,Pesanggrahan
20105770,SDS Strada Bina Mulia I,A,Jl. Fajar Baru Selatan No.64,Cengkareng Timur,Cengkareng
20109198,SDS Strada Dipamarga,A,Jl. Dermaga No. 22,Klender,Duren Sawit
20104824,SDS Strada Pejompongan,A,Jl. Petamburan V,Petamburan,Tanah Abang
20105108,SDS Strada Santo Ignatius,A,Jl. Bhayangkara No. 38,Tugu Utara,K o j a
20105109,SDS Strada Santo Paulus,A,Jl. Gadang No. 81,Sungai Bambu,Tanjung Priok
20105100,SDS Strada Santo Petrus,A,Jl. Gadang No. 81,Sungai Bambu,Tanjung Priok
20105110,SDS Strada St. Fransiskus Xaverius,A,Jl. Deli No. 20,Koja,K o j a
20105105,SDS Strada TKM I,A,Jl. Khatulistiwa No. 06,Semper Timur,Cilincing
20105106,SDS Strada TKM II,B,Jl. Raya Cakung Cilincing No. 11,Semper Timur,Cilincing
20104837,SDS Strada Van Lith I,A,Jl. Gn. Sahari No. 88,Gunung Sahari Selatan,Kemayoran
20109264,SDS Strada Van Lith II,A,Jl. Laut Arafuru,Duren Sawit,Duren Sawit
20106318,SDS Strada Wiyatasana,A,Jl. Pejaten Raya,Pejaten Barat,Pasar Minggu
20105771,SDS Suci Hati,A,Jl. Pinangsia I No. 47,Pinangsia,Taman Sari
20104825,SDS Suka Mulia,C,"Jl. Suka Mulia VII, RT 005 / 01",Harapan Mulia,Kemayoran
20177832,SDS Sukses Abadi,A,Jl. Moa No.52-52A Teluk Gong Jakarta Utara,Pejagalan,Penjaringan
20105772,SDS Sumbangsih Pg.,A,Jl. Dr. Muwardi II No. 13,Grogol,Grogol Petamburan
20106319,SDS Sumbangsih Pg.,A,Jl. Duren III Bangka No. 36,Duren Tiga,Pancoran
20105112,SDS Suraya,B,Jl. Yos Sudarso Lorong 100,Koja,K o j a
20106320,SDS Surya Dharma,B,Jl. Toapekong No. 14,Grogol Selatan,Kebayoran Lama
20105773,SDS Surya Pemandu,A,Jl. Jelambar Madya Raya 434,Jelambar,Grogol Petamburan
20105774,SDS Syalom,B,Jl. Tanah Sereal VII No. 6,Tanah Sareal,Tambora
20105113,SDS Tabita,B,Jl. Bandar II No. 28,Koja,K o j a
20106321,SDS Tadika Puri,A,Jl. H. Nawi Raya no. 05,Gandaria Selatan,Cilandak
20108893,SDS Tadika Puri,A,Jl. Malaka I no.207,Malaka Sari,Duren Sawit
20105114,SDS Taman Harapan,A,Jl. Warakas V Gg. 2 No. 141,Warakas,Tanjung Priok
20105775,SDS Taman Harapan Indah,A,Jl. P. Tb Angke Komp THI Blok F/1,Jelambar Baru,Grogol Petamburan
20105776,SDS Taman Islam,B,Jl. Kp.Duri Gg. Q2,Duri Selatan,Tambora
20105115,SDS Taman Pusaka,A,Jl. Gembira II No. 55,Sungai Bambu,Tanjung Priok
20104826,SDS Taman Siswa,A,Jl. Garuda 25,Gunung Sahari Selatan,Kemayoran
20104827,SDS Taman Siswa,A,Jl. Matraman Dalam II/ NO.13,Pegangsaan,Menteng
20102051,SDS Tanjung,B,Jl. Dr. Nurdin IV No. 1,Grogol,Grogol Petamburan
20106324,SDS Tarakanita I,A,Jl. Barito II No. 54,Kramat Pela,Kebayoran Baru
20106325,SDS Tarakanita II,A,Jl. Wolter Monginsidi No. 118,Petogogan,Kebayoran Baru
20106326,SDS Tarakanita III,A,Jl. Juraganan No. 1,Grogol Utara,Kebayoran Lama
20105116,SDS Tarakanita IV,A,Jl. Taman Pluit Permai Barat No 1,Pluit,Penjaringan
20109107,SDS Tarakanita V,A,Jl. Pemuda No. 6,Rawamangun,Pulo Gadung
20104828,SDS Tarsisius I,A,Jl. KH. Hasyim Asyhari No. 26,Petojo Utara,Gambir
20105779,SDS Tarsisius II,A,Jl. Batusari Raya No.12,Kebon Jeruk,Kebon Jeruk
20105780,SDS Taruna Bangsa,A,Jl. Windu Gutomo Blok IV No. 2 PIK Kopti,Semanan,Kalideres
20106327,SDS Tel Saadatuddarain,A,Jl. Raya Lenteng Agung,Lenteng Agung,Jagakarsa
20105782,SDS Teladan Al-Chasanah,A,Jl. Tanjung Duren Barat III No. 1,Tanjung Duren Utara,Grogol Petamburan
20103932,SDS Teladan I,B,Jl. Raya Bekasi Km. 18,Jatinegara,Cakung
20104296,SDS Teladan Suci,A,Jl. Suci,Susukan,Ciracas
20105783,SDS Teladan YKPI Pg.,B,Jl. Angke Jaya No. 10,Angke,Tambora
20105784,SDS Teladan YKPI Pt.,B,Jl. Angke Jaya No. 10,Angke,Tambora
20109217,SDS Teladan YPKUI Pg.,B,Jl. Raya Condet No. 28,Batu Ampar,Kramat Jati
,SDS Terang Nusantara,Tidak Terakreditasi,Jl. marunda pulo,Marunda,Cilincing
20109088,SDS Terpadu Ar. Ridho,A,Jl. Pondok Kelapa XII Blok G4 / 10,Pondok Kelapa,Duren Sawit
20109360,SDS Tiara Bangsa,A,Jl. Bantarjati,Setu,Cipayung
20109064,SDS Tiara School,A,Komp. Perumahan DKI Blok P6 No. 147-148,Pondok Kelapa,Duren Sawit
20106328,SDS Tirta Marta,A,Jl. Sekolah Kencana,Pondok Pinang,Kebayoran Lama
20105786,SDS Tri Ratna,A,Jl. Talib I No. 35-37,Krukut,Taman Sari
20104829,SDS Tri Wibawa,B,Jl. Rajawali Selatan I No. 30,Gunung Sahari Utara,Sawah Besar
20105117,SDS Tridarma Budhidaya,B,Jl. Bidara No 36,Pejagalan,Penjaringan
20105787,SDS Trinitas,A,Jl. Pakis Raya Bojong Indah,Rawa Buaya,Cengkareng
20109218,SDS Trinity 1,A,Jl. Tomang Raya No.60,Jati Pulo,Palmerah
20104832,SDS Trisula Perwari 2,B,Jl. Pegangsaan Tengah No.2,Pegangsaan,Menteng
20109097,SDS Trisula Perwari 3,A,Jl. Balai Pustaka Baru I/38,Rawamangun,Pulo Gadung
20100384,SDS Trisula Perwari I,A,Jl. Salemba Tengah No. 9,Paseban,S e n e n
20105118,SDS Tugu Bakti,B,Jl. Raya Tugu Semper,Semper Barat,Cilincing
20104320,SDS Tunas Bangsa,A,Jl. Sultan Hamengkubuwono IX,Ujung Menteng,Cakung
20104833,SDS Tunas Bangsa,A,Jl. Gunung Sahari XII No.11,Gunung Sahari Utara,Sawah Besar
20105119,SDS Tunas Bangsa,A,Jl. Bisma IV Blok B no.8,Papanggo,Tanjung Priok
20177922,SDS Tunas Bangsa,A,Jl. Komplek Greenville Blok BT No. 1,Duri Kepa,Kebon Jeruk
20109085,SDS Tunas Cemerlang,B,Jl. Kejaksaan No. 201-202,Pondok Bambu,Duren Sawit
20105791,SDS Tunas Delima,B,Jl. Delima V No. 25,Tanjung Duren Selatan,Grogol Petamburan
20105120,SDS Tunas Gading,A,Jl. Gading Putih Raya P2/ 23,Kelapa Gading Timur,Kelapa Gading
20105792,SDS Tunas Harapan,A,Jl. Komp. Bank BNI 46 Pesing,Wijaya Kusuma,Grogol Petamburan
20121012,SDS Tunas Indonesia Sejati,Tidak Terakreditasi,Jl. Kelapa Lilin NI 16/1,Pegangsaan Dua,Kelapa Gading
20105121,SDS Tunas Karya,A,Jl. Sunter Kirana III,Sunter Jaya,Tanjung Priok
20105122,SDS Tunas Karya I,A,Jalan Gading Putih IV,Kelapa Gading Timur,Kelapa Gading
20105124,SDS Tunas Karya II,A,Jl. Gading Indah III,Pegangsaan Dua,Kelapa Gading
20105125,SDS Tunas Karya III,B,Jl. Kelapa Hibrida VII,Pegangsaan Dua,Kelapa Gading
20109343,SDS Tunas Keluarga Mulia,A,Jl. Kramat Jaya I-B,Lagoa,K o j a
20105793,SDS Tunas Muda,A,Jl. Kedoya Angsana Raya D8/2,Kedoya Selatan,Kebon Jeruk
20105794,SDS Tunas Muda IKKT,A,"Jl.Cendrawasih I, Komp. Hankam Slipi",Palmerah,Palmerah
20109101,SDS Tunas Muda Islam,B,Jl. Olah Raga II No. 1,Cililitan,Kramat Jati
20105795,SDS Tunas Pembangunan,Tidak Terakreditasi,Jl. Sawah Lio II No. 67,Jembatan Lima,Tambora
20105796,SDS Uchwatul Islamiyah,B,Jl. KS. Tubun I,Kota Bambu Utara,Palmerah
20104834,SDS Umum,B,Jl. Kramat Jaya Baru Blok I/1,Johar Baru,Johar Baru
20104835,SDS Universal,A,Jl. Ruas Blok D 6 No. 2,Kebon Kosong,Kemayoran
20109312,SDS Universal,A,"Jl. Boulevard Barat Raya, Komp. Inkopal",Kelapa Gading Barat,Kelapa Gading
20105128,SDS Unwanus Saadah,B,Jl. Plumpang Semper,Tugu Utara,K o j a
20105129,SDS Uswatun Hasanah Pg.,B,Jl. Mawar Luar No. 1,Tugu Utara,K o j a
20105797,SDS Vianney,A,Jl. Pondok Randu No.98,Rawa Buaya,Cengkareng
20105798,SDS Wawasan Nusantara,A,Jl. Kapuk Pulo Indah No. 8,Kapuk,Cengkareng
20105131,SDS Wening,B,Jl. Mesjid Rt.007/03 No. 47,Rawa Badak Selatan,K o j a
20105799,SDS Widuri Indah I,B,Jl. TSS Gg. H. Abd. Halim 23,Duri Utara,Tambora
20105800,SDS Widuri Indah II,A,Jl. Jamblang Raya No. 2 LM,Duri Selatan,Tambora
20105801,SDS Widuri Indah III,B,Jl. Tamansari Raya No. 75 C-G,Taman Sari,Taman Sari
20105802,SDS Widuri Jaya,A,Jl. Duri Mas Raya No. 1,Duri Kepa,Kebon Jeruk
20105132,SDS Wijaya Kusuma,A,Jl. Bandengan Utara No. 80,Penjaringan,Penjaringan
NP669124,SDS Woodlands Montessori,A,Jl. Raya Kembangan Utara No. 88,Kembangan Utara,Kembangan
20109282,SDS Yadika I,A,Jl. Kamal Raya No. 42,Tegal Alur,Kalideres
20106334,SDS Yapenka,A,Jl. Cipete III No. 5,Cipete Selatan,Cilandak
20105133,SDS Yapensori,B,Jl. Maja No. 53 A,Lagoa,K o j a
20105134,SDS Yapis,B,Jl. Deli Gg. 28 No. 12,Koja,K o j a
20105135,SDS Yappenda,B,Jl. Swasembada Timur VI No. 15,Kebon Bawang,Tanjung Priok
20105136,SDS Yaspi,B,Jl. Papango lll/ A No. 39,Papanggo,Tanjung Priok
20105137,SDS Yaspi,B,Komp. Kebersihan DKI,Semper Barat,Cilincing
20106335,SDS Yasporbi I,A,Komp. Perum BI Jl. Deposito I,Menteng Dalam,T e b e t
20106337,SDS Yasporbi III,A,Jl. AUP Komp. B.I Ps. Minggu,Pasar Minggu,Pasar Minggu
20103944,SDS Yayasan Budi Harapan,B,Jl. Budi Harapan 11-13,Cipinang Melayu,Makasar
20109131,SDS Yayasan Pendidikan GKPI,C,Jl. Belanak VI No. 26 B,Jati,Pulo Gadung
20106338,SDS Yayasan Triguna,A,Jl. Hang Lekiu III/ 17,Gunung,Kebayoran Baru
20109534,SDS YPBK,B,Jl. Kb. Jeruk Timur,Cipinang Besar Utara,Jatinegara
20103065,SDS YWKA I,B,Jl. Menara Air,Manggarai,T e b e t
69900784,SDT Pelita Hati,Tidak Terakreditasi,"Jl. RM. Kahfi 1, Gg. Famili No. 47",Cipedak,Jagakarsa
69787074,SDTK HARVESTJAKARTA,Tidak Terakreditasi,JL.MAYJEND SOETOYO NO.4,Cililitan,Kramat Jati
20109397,"Sekolah HighScope Indonesia-Jakarta, Kelapa Gading",A,JL. CASABLANCA IX BUKIT GADING MEDITERANIA,Kelapa Gading Barat,Kelapa Gading
,SKB Jakarta Selatan Paket A,Tidak Terakreditasi,Jl. kruing komplek AL Pangkalan Jati,Pondok Labu,Cilandak
P2967219,SKB Jakarta Timur Paket A,Tidak Terakreditasi,Komplek Perumkar DKI Blok B9,Pondok Kelapa,Duren Sawit
20103408,SLB Abdi Gumelar B - C,B,Jl. Swadaya No. 74,Lubang Buaya,Cipayung
20109532,SLB Alfiany,B,JL. PEPAYA III NO.4,Cengkareng Barat,Cengkareng
20106233,SLB Amal Mulia BC,B,Jl. Masjid Al-Mubarok No. 16,Cipulir,Kebayoran Lama
20103405,SLB B - C Karya Guna,A,Jl. Cipinang Jaya V BB No. 10,Cipinang Besar Selatan,Jatinegara
69872300,SLB B - C Karya Mandiri,Tidak Terakreditasi,Nusa Indah IV/2,Malaka Jaya,Duren Sawit
20104318,SLB B Frobel Montessori,B,Gg. Masjid Al-Mabruq,Balekambang,Kramat Jati
69872299,SLB B Taman Latihan Santi Rama,A,Jl. Kramat VII No. 13,Kenari,S e n e n
20110336,SLB BC Abdi Pratama,A,Jl. Raya Munjul No.20,Munjul,Cipayung
,SLB BC Arrahman,A,Jl. DR. Saharjo No. 100,Setia Budi,Setia Budi
20109284,SLB B-C Assyafi'iyah,Tidak Terakreditasi,Jl. As-Syafi'iyah No. 37,Cilangkap,Cipayung
20103406,SLB BC Bina Karya Insani,A,Jl. Balai Rakyat I No.8,Pondok Bambu,Duren Sawit
20112472,SLB BC Cempaka Putih,B,Jl. Pangkalan Asem 1 No.1,Cempaka Putih Barat,Cempaka Putih
20106236,SLB B-C Flora Indonesia,B,Kemandoran VI/1,Grogol Utara,Kebayoran Lama
20109554,SLB BC Harapan Ibu,B,Jl. Kemayoran Gempol No. 20,Kebon Kosong,Kemayoran
20109552,SLB BC Kasih Bunda,B,Jl. Duri Selatan V Gg L1 No. 15,Tambora,Tambora
20110817,SLB BC Nugraha,B,Jl. Mangga Ujung Lontar X No. 1,Tugu Utara,K o j a
20103087,SLB B-C Nur Abadi,B,Jl. Jagakarsa I No. 17,Jagakarsa,Jagakarsa
20109549,SLB BC Sejahtera,B,Jl. Ampera Besar Gg. E No. 41,Pademangan Barat,Pademangan
20103058,SLB B-C Sumber Budi,B,Jl. Impres No. 15,Petukangan Selatan,Pesanggrahan
20103063,SLB BC Zinnia,Tidak Terakreditasi,Jl. Tebet Barat I No. 1,Tebet Barat,T e b e t
69900890,SLB Bina Insan Kamil,Tidak Terakreditasi,Jl. Peta Barat Blok B No. 1,Kalideres,Kalideres
69756904,SLB C & Autisma Talitakum,A,Jl. Perjuangan No 28,Kebon Jeruk,Kebon Jeruk
69756905,SLB C & Autisme Cahya Anakku,B,Jl. Mandala Utara VI/2,Tomang,Grogol Petamburan
20103041,SLB C 1 Autis Mutiara,B,Jl. Nangka VI No 65,Cipete Utara,Kebayoran Baru
20109195,SLB C Angkasa,B,Jl. Rajawali Raya Halim Perdanakusuma,Halim Perdana Kusumah,Makasar
